mac_ip_mismatch,multiple_ips_per_mac,ttl_mean,ttl_var,abnormal_ttl_count,fragmentation_rate,syn_count,ack_count,fin_count,rst_count,incomplete_handshakes,rst_syn_ratio,avg_tcp_window,udp_burst_rate,udp_flood_indicator,icmp_flood_rate,echo_req_res_ratio,payload_entropy,header_payload_ratio,iat_mean,iat_min,iat_max,iat_std,pps,bps,burst_detection,flow_duration,total_packets,total_bytes,avg_packet_size,min_packet_size,max_packet_size,fwd_bwd_packet_ratio,one_sided_flow,unique_ports_per_sec,connection_attempt_rate,beaconing_score,out_in_byte_ratio,pct_incomplete_handshakes,src_ip,dst_ip,protocol
0,1,128,0.5555288338691681,0,0,3,3,0,0,0,0.0,64240,0,0,0,0,0,0.2233832877739484,1.204271124245589,0.1204271124245589,2.408542248491178,0.6021355621227945,0.8303777943911477,403.5636080740978,0,8.429897869719124,7,3402,486.0,40,1500,1.0,0,1.0,0.35587619759620615,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.1859701900739381,0,0,3,3,0,0,0,0.0,64240,0,0,0,0,0,0.773422583857899,0.20856318663040554,0.020856318663040555,0.4171263732608111,0.10428159331520277,4.794710016452224,1587.049015445686,0,6.882585158803383,33,10923,331.0,40,1500,1.0,0,1.0,0.435882728768384,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.1660307635529561,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.41852096754870294,0.0418520967548703,0.8370419350974059,0.20926048377435147,30.0,1320.0,0,0.05395442845922104,3,132,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,64,0.8665410374896801,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.7223768890946631,0.16400352420073502,0.016400352420073504,0.32800704840147005,0.08200176210036751,6.097429947761563,4548.682741030126,0,3.4440740082154355,21,15666,746.0,40,1500,1.0,0,1.0,0.2903538070362649,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.27050669284900297,0,0,5,4,0,0,0,0.0,64240,0,0,0,0,0,0.290128595637863,0.15092371469228794,0.015092371469228795,0.30184742938457587,0.07546185734614397,6.625863947484053,9276.209526477674,0,7.546185734614397,50,70000,1400.0,40,1500,1.0,0,1.0,0.6625863947484053,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.38044819334163027,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.5339257531293315,0.08498392919264931,0.008498392919264932,0.16996785838529863,0.042491964596324656,11.76693063618074,8283.919167871241,0,4.1642125304398165,49,34496,704.0,40,1500,1.0,0,1.0,1.200707207773545,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.1048707259517625,0,0,3,1,0,0,0,0.0,64240,0,0,0,0,0,0.7746878206124865,0.040407073431720716,0.004040707343172072,0.08081414686344143,0.020203536715860358,24.748142220440325,34152.436264207645,0,1.0505839092247387,26,35880,1380.0,40,1500,1.0,0,1.0,2.855554871589268,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.19957372198437262,0,0,1,3,0,0,0,0.0,64240,0,0,0,0,0,0.3925426563719575,0.2329848885515798,0.023298488855157982,0.4659697771031596,0.1164924442757899,4.2921238635552665,5442.413058988079,0,6.057607102341075,26,32968,1268.0,40,1500,1.0,0,1.0,0.16508168705981796,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.944707420248319,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.7828047951857113,0.15257172562855825,0.015257172562855826,0.3051434512571165,0.07628586281427913,6.554294354869778,8166.650766167743,0,5.645153848256656,37,46102,1246.0,40,1500,1.0,0,1.0,0.8857154533607807,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.3988772254100268,0,0,4,1,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.3702767083756639,0.03702767083756639,0.7405534167513278,0.4443320500507967,78.86499198481482,95111.18033368669,0,1.5723072668780054,124,149544,1206.0,40,1500,1.0,0,1.0,2.544031999510156,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9103840882019216,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.14569202956126628,0.014569202956126629,0.29138405912253257,0.17483043547351954,445.04864402007684,535838.5674001725,0,1.332438617593561,593,713972,1204.0,40,1500,1.0,0,1.0,1.5010072310963805,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.19120696597565157,0,0,1,0,0,0,1,0.0,64240,0,0,0,0,0,1.0,0.7514590862299261,0.07514590862299261,1.5029181724598522,0.37572954311496304,20.0,880.0,0,0.0966119459774811,2,88,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,64,0.3287814790568433,0,0,4,1,0,0,0,0.0,64240,0,0,0,0,0,0.4129890957986228,0.16966961417993265,0.016966961417993264,0.3393392283598653,0.08483480708996632,5.893807237278866,8021.471649936537,0,6.108106110477576,36,48996,1361.0,40,1500,1.0,0,1.0,0.6548674708087628,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.8794831949913922,0,0,1,5,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.13073853718568978,0.013073853718568978,0.26147707437137957,0.15688624462282774,252.84628672602403,323137.5544358587,0,1.625493517511476,411,525258,1278.0,40,1500,1.0,0,1.0,0.6151977779221995,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.7443148520054728,0,0,5,3,0,0,0,0.0,64240,0,0,0,0,0,0.2479192608110173,0.9844012375996744,0.09844012375996744,1.9688024751993487,0.4922006187998372,1.015845939444734,431.73452426401195,0,6.890808663197721,7,2975,425.0,40,1500,1.0,0,1.0,0.7256042424605242,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9313569877494132,0,0,4,3,0,0,0,0.0,64240,0,0,0,0,0,0.28477632273355424,0.18523033124810762,0.018523033124810764,0.37046066249621523,0.09261516562405381,5.398683861664888,7693.124502872465,0,4.630758281202691,25,35625,1425.0,40,1500,1.0,0,1.0,0.8637894178663821,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.6644986551710041,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.3708328783674435,0.5052919170635265,0.05052919170635265,1.010583834127053,0.25264595853176325,1.9790540205183564,2830.04724934125,0,7.579378755952897,15,21450,1430.0,40,1500,1.0,0,1.0,0.13193693470122378,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.6160770498587492,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.9959721327112773,0.09959721327112774,1.9919442654225545,0.49798606635563863,10.0,440.0,0,0.024698860036749627,1,44,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,128,0.8541416201590435,0,0,4,4,0,0,0,0.0,64240,0,0,0,0,0,0.616918395533222,0.1594433643178177,0.01594433643178177,0.3188867286356354,0.07972168215890885,6.271819490754753,2270.398655653221,0,3.188867286356354,20,7240,362.0,40,1500,1.0,0,1.0,1.2543638981509506,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.9035208394819363,0,0,2,1,0,0,0,0.0,64240,0,0,0,0,0,0.37756101130226793,0.27140001835217636,0.02714000183521764,0.5428000367043527,0.13570000917608818,3.6845981296227164,5055.268633842367,0,1.8998001284652346,7,9604,1372.0,40,1500,1.0,0,1.0,1.0527423227493475,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.5381685490398531,0,0,2,2,0,0,0,0.0,64240,0,0,0,0,0,0.6416603466382216,0.4441769887871154,0.044417698878711546,0.8883539775742308,0.2220884943935577,2.2513548095560587,2627.331062751921,0,7.551008809380963,17,19839,1167.0,40,1500,1.0,0,1.0,0.26486527171247753,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.33001405876237433,0,0,4,3,0,0,0,0.0,64240,0,0,0,0,0,0.47404617820479156,0.08664727641939814,0.008664727641939814,0.17329455283879627,0.04332363820969907,11.541043657964595,14541.715009035388,0,1.3863564227103702,16,20160,1260.0,40,1500,1.0,0,1.0,2.8852609144911487,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.07648882899168208,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.7791682058844849,0.17251287440693922,0.017251287440693923,0.34502574881387843,0.08625643720346961,5.796668819285384,7640.009503818135,0,3.967796111359602,23,30314,1318.0,40,1500,1.0,0,1.0,1.2601453954968225,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.6731914684983826,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.5729730901685571,0.057297309016855716,1.1459461803371143,0.28648654508427857,10.0,440.0,0,0.021727806352936585,1,44,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,128,0.2487972206328436,0,0,4,4,0,0,0,0.0,64240,0,0,0,0,0,0.6789244165300606,0.15163266340517642,0.015163266340517643,0.30326532681035284,0.07581633170258821,6.594885149038819,5941.991519283976,0,6.520204526422586,43,38743,901.0,40,1500,1.0,0,1.0,0.6134776882826809,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.7828040689033946,0,0,3,1,0,0,0,0.0,64240,0,0,0,0,0,0.29162826705809297,0.08839741041539127,0.008839741041539128,0.17679482083078255,0.044198705207695636,11.312548583729614,4264.8308160660645,0,3.7126912374464336,42,15834,377.0,40,1500,1.0,0,1.0,0.8080391845521153,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.23257930557211892,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.11208805803164837,0.011208805803164837,0.22417611606329674,0.056044029015824184,30.0,1320.0,0,0.005088795117591284,3,132,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,64,0.5689210682934602,0,0,4,5,0,0,0,0.0,64240,0,0,0,0,0,1.0,8.179458748848656,0.8179458748848657,16.358917497697313,0.1,0.12225747823971365,7.335448694382819,0,57.25621124194059,7,420,60.0,40,1500,1.0,0,1.0,0.06986141613697923,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.17627554567418235,0,0,3,4,0,0,0,0.0,64240,0,0,0,0,0,0.31008768107346957,0.06869504163912342,0.006869504163912342,0.13739008327824684,0.03434752081956171,14.557091401928444,13290.62444996067,0,1.305205791143345,19,17347,913.0,40,1500,1.0,0,1.0,2.298488116093965,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.13867276809272233,0,0,2,5,0,0,0,0.0,64240,0,0,0,0,0,0.40465922224560835,0.22194183322553385,0.022194183322553386,0.4438836664510677,0.11097091661276692,4.50568505029791,1757.2171696161852,0,3.107185665157474,14,5460,390.0,40,1500,1.0,0,1.0,0.6436692928997015,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9262666393939999,0,0,3,1,0,0,0,0.0,64240,0,0,0,0,0,0.35207480925607815,0.07973088317923686,0.007973088317923687,0.15946176635847373,0.03986544158961843,12.542191433549995,17809.911835640993,0,3.1095044439902377,39,55380,1420.0,40,1500,1.0,0,1.0,0.9647839564269227,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.20665332053462393,0,0,1,3,0,0,0,0.0,64240,0,0,0,0,0,0.6635738405929545,0.08662565388032285,0.008662565388032286,0.1732513077606457,0.04331282694016143,11.543924405829523,8600.223682342996,0,3.551651809093237,41,30545,745.0,40,1500,1.0,0,1.0,0.2815591318495006,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9170618572451879,0,0,1,0,0,0,1,0.0,64240,0,0,0,0,0,1.0,0.333628486541115,0.0333628486541115,0.66725697308223,0.1668142432705575,10.0,440.0,0,0.0012288336006691161,1,44,44.0,40,1500,1.0,1,20.0,10.0,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9480350734199989,0,0,14828,0,0,0,1,0.0,64240,0,0,0,0,0,1.0,0.42470512827883355,0.04247051282788336,0.8494102565576671,0.21235256413941678,3977.736317771242,381862.68650603923,1,3.7277483511798613,14828,1423488,96.0,40,1500,1.0,1,1.0,3977.736317771242,0,1.0,1,1.1.1.1,2.2.2.2,TCP
0,1,128,0.5005362257729864,0,0,3,2,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.10377229713265683,0.010377229713265684,0.20754459426531366,0.12452675655918818,371.604653344429,542542.7938828664,0,1.585017826604216,589,859940,1460.0,40,1500,1.0,0,1.0,1.8927231919071086,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.13796924387401666,0,0,3,5,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.13210598164140522,0.013210598164140523,0.26421196328281044,0.15852717796968627,317.92103468141715,420927.4499181963,0,1.2864829796803203,409,541516,1324.0,40,1500,1.0,0,1.0,2.3319391296925462,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.4386975025082307,0,0,3,5,0,0,0,0.0,64240,0,0,0,0,0,0.46336983273244303,0.04833605717087979,0.00483360571708798,0.09667211434175958,0.024168028585439896,20.688489267230782,16095.644649905547,0,1.1117293149302352,23,17894,778.0,40,1500,1.0,0,1.0,2.69849860007358,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.6742080368089916,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.6736942328461502,0.24890942080005715,0.024890942080005717,0.4978188416001143,0.12445471040002858,4.017525719941615,2358.287597605728,0,9.458557990402172,38,22306,587.0,40,1500,1.0,0,1.0,0.21144872210219026,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.4567016757986331,0,0,2,2,0,0,0,0.0,64240,0,0,0,0,0,0.23826786077633727,0.3073437751135974,0.03073437751135974,0.6146875502271948,0.1536718875567987,3.2536855500990374,4438.027090335087,0,9.835000803635117,32,43648,1364.0,40,1500,1.0,0,1.0,0.20335534688118984,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.6337259781722722,0,0,3,3,0,0,0,0.0,64240,0,0,0,0,0,0.7692954857415899,0.2684308267368867,0.026843082673688668,0.5368616534737733,0.13421541336844334,3.725354543501035,1519.9446537484225,0,6.173909014948394,23,9384,408.0,40,1500,1.0,0,1.0,0.4859158100218742,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.9588326136628983,0,0,3,4,0,0,0,0.0,64240,0,0,0,0,0,0.7628317487170002,0.294505360410755,0.0294505360410755,0.58901072082151,0.1472526802053775,3.395523934115398,1134.104993994543,0,8.24615009150114,28,9352,334.0,40,1500,1.0,0,1.0,0.3638061357980784,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.2029711017985233,0,0,2,2,0,0,0,0.0,64240,0,0,0,0,0,0.3244663308771969,0.05353259792603269,0.0053532597926032694,0.10706519585206538,0.026766298963016345,18.6802068037446,22808.532507372158,0,0.6423911751123923,12,14652,1221.0,40,1500,1.0,0,1.0,3.1133678006241,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,64,0.5658653167096056,0,0,4,1,0,0,0,0.0,64240,0,0,0,0,0,0.5802995424855915,0.10921134070745787,0.010921134070745788,0.21842268141491575,0.05460567035372894,9.156558224833802,9632.699252525159,0,4.259242287590857,39,41028,1052.0,40,1500,1.0,0,1.0,0.939134176906031,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.3292754180644153,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.6717505943894126,0.18557457095758206,0.018557457095758206,0.3711491419151641,0.09278728547879103,5.3886693356741,5932.924938577185,0,6.1239608416002085,33,36333,1101.0,40,1500,1.0,0,1.0,0.3265860203438849,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.7090766681103202,0,0,3,1,0,0,0,0.0,64240,0,0,0,0,0,0.44835475324036533,0.3581445687555887,0.03581445687555887,0.7162891375111774,0.17907228437779435,2.7921685465581847,4017.9305384972276,0,4.655879393822653,13,18707,1439.0,40,1500,1.0,0,1.0,0.6443465876672734,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.2536380176201404,0,0,3,4,0,0,0,0.0,64240,0,0,0,0,0,0.5366361850681068,0.013443400010899062,0.0013443400010899062,0.026886800021798125,0.006721700005449531,74.38594397170827,37639.28764968439,0,0.36297180029427467,27,13662,506.0,40,1500,1.0,0,1.0,8.265104885745364,1,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.22685852601955225,0,0,4,2,0,0,0,0.0,64240,0,0,0,0,0,0.9,0.08605221893710434,0.008605221893710433,0.17210443787420868,0.10326266272452521,1043.1334284573304,1292442.3178586322,1,0.8992138248193138,938,1162182,1239.0,40,1500,1.0,0,1.0,4.448330185319106,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.7574709503120126,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.7564234717943477,0.11355293397516232,0.011355293397516232,0.22710586795032464,0.05677646698758116,8.806465539840055,8463.013383786292,0,5.450540830807792,48,46128,961.0,40,1500,1.0,0,1.0,0.3669360641600023,0,1.0,0,1.1.1.1,2.2.2.2,TCP
0,1,128,0.3729473218180498,0,0,3,1,0,0,0,0.0,64240,0,0,0,0,0,0.5238776717712408,0.028207800833334306,0.0028207800833334306,0.05641560166666861,0.014103900416667153,35.45118621293793,11698.891450269515,0,1.297558838333378,46,15180,330.0,40,1500,1.0,0,1.0,2.3120338834524734,0,1.0,0,1.1.1.1,2.2.2.2,TCP
