mac_ip_mismatch,multiple_ips_per_mac,ttl_mean,ttl_var,abnormal_ttl_count,fragmentation_rate,syn_count,ack_count,fin_count,rst_count,incomplete_handshakes,rst_syn_ratio,avg_tcp_window,udp_burst_rate,udp_flood_indicator,icmp_flood_rate,echo_req_res_ratio,payload_entropy,header_payload_ratio,iat_mean,iat_min,iat_max,iat_std,pps,bps,burst_detection,flow_duration,total_packets,total_bytes,avg_packet_size,min_packet_size,max_packet_size,fwd_bwd_packet_ratio,one_sided_flow,unique_ports_per_sec,connection_attempt_rate,beaconing_score,out_in_byte_ratio,pct_incomplete_handshakes,src_ip,dst_ip,protocol,packet_count,byte_count,dst_port
0,1,64,1.6630942460352898,0,0,3,4,0,0,0,0.0,64240,0,0,0,0,0,0.4684293436928373,1.2740608272866472,0.6370304136433236,1.9110912409299707,1.0192486618293177,0.784891881598533,373.60853564090166,0,1.2740608272866472,1,476,476.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,1,476,80
0,1,64,0.571463473661209,0,0,5,10,0,0,0,0.0,64240,0,0,0,0,0,0.14554992549411314,0.2394685791959258,0.1197342895979629,0.3592028687938887,0.19157486335674065,4.175913196452512,4326.246071524803,0,4.3104344255266644,18,18648,1036.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,18,18648,80
0,1,64,1.0310002774659754,0,0,1583,1583,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.981704119344541,0.4908520596722705,1.4725561790168116,0.4908520596722705,1613.7532112438796,1696054.6250173175,1,1.9625057771744907,3167,3328517,1051.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3167,3328517,80
0,1,128,1.0176223015768537,0,0,5,6,0,0,0,0.0,64240,0,0,0,0,0,0.21324767198796823,0.4939928845113551,0.24699644225567755,0.7409893267670327,0.3951943076090841,2.0243206559324713,2313.798509730815,0,5.433921729624906,11,12573,1143.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,11,12573,80
0,1,64,0.9345021279554708,0,0,2336,2336,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.21621781707574422,0.10810890853787211,0.3243267256136163,0.10810890853787211,3650.5034443636628,3964446.740578938,1,1.2798234739960366,4672,5073792,1086.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,4672,5073792,80
0,1,64,1.7996771581010234,0,0,3,7,0,0,0,0.0,64240,0,0,0,0,0,0.27289881506319513,1.3717759462430763,0.6858879731215382,2.0576639193646145,1.0974207569944612,0.7289820197961117,967.3591402694401,0,9.602431623701534,7,9289,1327.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,7,9289,80
0,1,64,1.4312559926470996,0,0,1514,1514,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.5807131223766692,0.2903565611883346,0.8710696835650038,0.2903565611883346,1022.1491772043933,1230667.6093540895,1,2.963363927254141,3029,3646916,1204.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3029,3646916,80
0,1,64,0.4219782295298897,0,0,4,4,0,0,0,0.0,64240,0,0,0,0,0,0.4232943772227705,1.191256325176325,0.5956281625881625,1.7868844877644876,0.9530050601410601,0.8394498974450221,696.7434148793684,0,4.7650253007053,4,3320,830.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,4,3320,80
0,1,64,1.2904707495999534,0,0,0,0,0,0,0,0.0,64240,0,0,0,0,0,0.1,1.0,0.5,1.5,0.01,2.8426093322761474,810.143659698702,0,15.0,15,4560,304.0,40,1500,1.0,1,0.1,0.0,1.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,4560,80
0,1,128,0.7372841966603951,0,0,4,9,0,0,0,0.0,64240,0,0,0,0,0,0.31190916541451374,0.29321473461653186,0.14660736730826593,0.43982210192479776,0.2345717876932255,3.410469809124042,2363.455577722961,0,4.69143575386451,16,11088,693.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,16,11088,80
0,1,64,0.010650514446588488,0,0,2,5,0,0,0,0.0,64240,0,0,0,0,0,0.1343679671532052,0.37828103803008356,0.18914051901504178,0.5674215570451253,0.30262483042406685,2.6435372103437893,3240.976619881486,0,6.809058684541504,18,22068,1226.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,18,22068,80
0,1,64,0.37259197257881826,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.20604490760409022,0.2965304204521449,0.14826521022607245,0.44479563067821737,0.23722433636171592,3.3723352851124546,2023.4011710674727,0,3.2618346249735937,11,6600,600.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,11,6600,80
0,1,64,0.10469306593107852,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.7289284602339758,0.6408073649789572,0.3204036824894786,0.9612110474684358,0.5126458919831658,1.5605313775269078,663.2258354489359,0,3.2040368248947857,5,2125,425.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,5,2125,80
0,1,64,0.5131991612863609,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.09091859990117653,0.04545929995058826,0.1363778998517648,0.04545929995058826,10.998849532295312,4586.520254967145,0,0.014629930185462724,3,132,44.0,40,1500,1.0,1,10.0,68.35302611311616,0.0,1.0,0.3333333333333333,1.1.1.1,2.2.2.2,TCP,3,132,80
0,1,64,0.3781081056635054,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,7.543862808084633,3.7719314040423164,11.31579421212695,3.7719314040423164,0.1325580840267027,175.50690325135434,0,0.024570380823997096,3,132,44.0,40,1500,1.0,1,10.0,40.69940987741356,0.0,1.0,0.3333333333333333,1.1.1.1,2.2.2.2,TCP,3,132,80
0,1,64,1.922758438119091,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.3286507929072999,0.14794706955527165,0.07397353477763582,0.22192060433290747,0.11835765564421732,6.7591740952084844,2946.999905510899,0,2.071258973773803,14,6104,436.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,14,6104,80
0,1,64,0.716166361633015,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.4523427302675914,0.275907370294663,0.1379536851473315,0.4138610554419945,0.2207258962357304,3.6244048099622055,329.8208377065607,0,4.138610554419945,15,1365,91.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,1365,80
0,1,64,0.9204311333432698,0,0,2,4,0,0,0,0.0,64240,0,0,0,0,0,0.3651438035804876,0.6181662533659428,0.3090831266829714,0.9272493800489141,0.49453300269275424,1.6176877895791875,140.7388376933893,0,8.036161293757257,13,1131,87.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,13,1131,80
0,1,64,0.41830942632222,0,0,1,2,0,0,0,0.0,64240,0,0,0,0,0,0.10374195554047368,1.8852745778102875,0.9426372889051438,2.8279118667154313,1.50821966224823,0.530426714373607,188.83191031700412,0,7.54109831124115,4,1424,356.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,4,1424,80
0,1,128,1.0724975473319158,0,0,2,5,0,0,0,0.0,64240,0,0,0,0,0,0.24685234844440523,0.9767988395516228,0.4883994197758114,1.4651982593274342,0.7814390716412983,1.0237522399791417,458.6410035106554,0,5.860793037309737,6,2688,448.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,6,2688,80
0,1,64,1.6459387897166775,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.7457833681441922,0.2467304488320054,0.1233652244160027,0.3700956732480081,0.19738435906560434,4.053006042561383,3141.0796829850715,0,4.934608976640108,20,15500,775.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,20,15500,80
0,1,64,1.9708526487038889,0,0,2,3,0,0,0,0.0,64240,0,0,0,0,0,0.17409819084139316,3.2288478969950263,1.6144239484975131,4.84327184549254,2.583078317596021,0.309707992417563,155.7831201860342,0,9.68654369098508,3,1509,503.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3,1509,80
0,1,64,1.8508637403573844,0,0,4,6,0,0,0,0.0,64240,0,0,0,0,0,0.6309514276606638,1.2326875902560883,0.6163437951280442,1.8490313853841325,0.9861500722048707,0.8112355538456034,138.7212797075982,0,6.163437951280441,5,855,171.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,5,855,80
0,1,64,1.9651483031640116,0,0,1637,1637,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.5799630542527999,0.28998152712639996,0.8699445813791999,0.28998152712639996,2268.189940888545,2413354.0971054123,1,1.4438826047861957,3275,3484600,1064.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3275,3484600,80
0,1,64,1.735297276464838,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.34015717737043577,0.17007858868521789,0.5102357660556537,0.17007858868521789,2.9398174330185793,1925.5804186271694,0,0.012477106647865659,3,132,44.0,40,1500,1.0,1,10.0,80.1467862880743,0.0,1.0,0.3333333333333333,1.1.1.1,2.2.2.2,TCP,3,132,80
0,1,64,1.288564774575478,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.4173941227121777,0.45634588150077876,0.22817294075038938,0.6845188222511681,0.365076705200623,2.1913203132486108,2180.363711682368,0,6.845188222511681,15,14925,995.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,14925,80
0,1,64,1.6813727856430778,0,0,1,6,0,0,0,0.0,64240,0,0,0,0,0,0.5404272569552956,0.3013089808707421,0.15065449043537105,0.45196347130611314,0.2410471846965937,3.318852286148709,1038.8007655645458,0,6.026179617414842,20,6260,313.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,20,6260,80
0,1,64,0.468747145002669,0,0,4,4,0,0,0,0.0,64240,0,0,0,0,0,0.26002745774096137,0.7192075871680879,0.35960379358404393,1.0788113807521318,0.5753660697344704,1.3904191471860647,710.504184212079,0,4.315245523008527,6,3066,511.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,6,3066,80
0,1,64,0.884142526940144,0,0,3,7,0,0,0,0.0,64240,0,0,0,0,0,0.7173071500078001,0.059832289488498364,0.029916144744249182,0.08974843423274755,0.04786583159079869,16.713383501599605,17030.93778813,0,0.3589937369309902,6,6114,1019.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,6,6114,80
0,1,128,1.1663269281815654,0,0,4,7,0,0,0,0.0,64240,0,0,0,0,0,0.2980392077294781,1.7825727076582587,0.8912863538291294,2.673859061487388,1.426058166126607,0.5609869351773518,180.63779312710727,0,8.912863538291294,5,1610,322.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,5,1610,80
0,1,64,1.769668030110883,0,0,3,3,0,0,0,0.0,64240,0,0,0,0,0,0.2989292437541968,1.5943295611589299,0.7971647805794649,2.3914943417383947,1.275463648927144,0.6272228931596129,243.98970543908942,0,6.3773182446357195,4,1556,389.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,4,1556,80
0,1,64,1.186111390303739,0,0,2,6,0,0,0,0.0,64240,0,0,0,0,0,0.21075119061604114,0.31670133656186383,0.15835066828093192,0.47505200484279575,0.2533610692494911,3.1575490361236977,1512.4659883032514,0,2.5336106924949107,8,3832,479.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,8,3832,80
0,1,64,0.6715763022867649,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.4522357964867201,7.609443735572372,3.804721867786186,11.414165603358558,6.087554988457898,0.13141565070324834,168.08061724945463,0,7.609443735572372,1,1279,1279.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,1,1279,80
0,1,128,0.3324000907407403,0,0,1608,1608,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.1268933085860916,0.0634466542930458,0.1903399628791374,0.0634466542930458,3184.714686700968,4477708.84950156,1,1.009823584332272,3216,4521696,1406.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3216,4521696,80
0,1,64,0.08961144065882132,0,0,5,5,0,0,0,0.0,64240,0,0,0,0,0,0.1857859277463148,0.32415467914574975,0.16207733957287487,0.48623201871862465,0.2593237433165998,3.0849469846781687,3038.6727799079963,0,4.8623201871862465,15,14775,985.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,14775,80
0,1,64,0.9537630292616086,0,0,2,7,0,0,0,0.0,64240,0,0,0,0,0,0.7875700655890484,1.3268664433680588,0.6634332216840294,1.9902996650520883,1.061493154694447,0.7536553546878799,493.64425732056134,0,9.288065103576411,7,4585,655.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,7,4585,80
0,1,64,1.323779621352258,0,0,2,5,0,0,0,0.0,64240,0,0,0,0,0,0.4607527471679801,5.441957775598213,2.7209788877991063,8.16293666339732,4.35356622047857,0.18375739784016865,247.52121489070717,0,5.441957775598213,1,1347,1347.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,1,1347,80
0,1,64,0.43569749604164665,0,0,1,0,0,0,1,0.0,64240,0,0,0,0,0,1.0,0.07281279925070105,0.03640639962535053,0.10921919887605158,0.03640639962535053,13.733849134915271,7169.069248425772,0,0.042379258724351596,1,44,44.0,40,1500,1.0,1,10.0,23.596448595392463,0.0,1.0,1.0,1.1.1.1,2.2.2.2,TCP,1,44,80
0,1,64,1.8792565134674273,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,1.8346004241769773,0.9173002120884887,2.751900636265466,0.9173002120884887,0.5450778201191202,442.6031899367256,0,0.042238299760283,2,88,44.0,40,1500,1.0,1,10.0,23.67519539553786,0.0,1.0,0.5,1.1.1.1,2.2.2.2,TCP,2,88,80
0,1,64,0.3926073540677981,0,0,5,10,0,0,0,0.0,64240,0,0,0,0,0,0.7960361710388925,4.243307098692762,2.121653549346381,6.364960648039143,3.39464567895421,0.23566524334476535,253.81146708231228,0,8.486614197385524,2,2154,1077.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,2,2154,80
0,1,64,0.4349404940183941,0,0,1,4,0,0,0,0.0,64240,0,0,0,0,0,0.5530885517388687,1.9282309471866852,0.9641154735933426,2.8923464207800276,1.5425847577493483,0.5186100770029718,641.520665252676,0,1.9282309471866852,1,1237,1237.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,1,1237,80
0,1,64,1.5573196254019168,0,0,1,6,0,0,0,0.0,64240,0,0,0,0,0,0.6717005033313751,0.5866327408884157,0.29331637044420783,0.8799491113326234,0.46930619271073254,1.704644030753496,1390.9895290948527,0,5.279694667995741,9,7344,816.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,9,7344,80
0,1,64,0.9462263003898892,0,0,3,7,0,0,0,0.0,64240,0,0,0,0,0,0.49662376546131626,0.3395347891525077,0.16976739457625384,0.5093021837287615,0.27162783132200613,2.945206299761034,3867.0558715862376,0,5.0930218372876155,15,19695,1313.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,19695,80
0,1,64,1.1191629165957526,0,0,1,2,0,0,0,0.0,64240,0,0,0,0,0,0.4540808995819864,4.80584347361642,2.40292173680821,7.20876521042463,3.844674778893136,0.20808001872926069,266.7585840109122,0,9.61168694723284,2,2564,1282.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,2,2564,80
0,1,128,0.3772536160303257,0,0,1,0,0,1,1,1.0,64240,0,0,0,0,0,1.0,0.4376096688572834,0.2188048344286417,0.6564145032859251,0.2188048344286417,2.285141465478286,139.39362939417543,0,0.046458767623766085,3,132,44.0,40,1500,1.0,1,10.0,21.52446246741267,0.0,1.0,0.3333333333333333,1.1.1.1,2.2.2.2,TCP,3,132,80
0,1,64,1.9472366106122538,0,0,1,2,0,0,0,0.0,64240,0,0,0,0,0,0.2559862125741696,0.3964521409950553,0.19822607049752766,0.594678211492583,0.31716171279604427,2.522372555461801,3768.4245978599306,0,7.929042819901107,20,29880,1494.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,20,29880,80
0,1,64,1.2884731323797618,0,0,1953,1953,0,0,0,0.0,64240,0,0,0,0,0,0.5,0.2740605461163471,0.13703027305817356,0.41109081917452067,0.13703027305817356,2559.0036902973166,2802109.0408755615,1,1.5267660671275027,3907,4278165,1095.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,3907,4278165,80
0,1,64,1.8543049069393145,0,0,5,10,0,0,0,0.0,64240,0,0,0,0,0,0.2684110247338102,0.378954067152104,0.189477033576052,0.568431100728156,0.30316325372168323,2.6388422415285007,3884.3757795299525,0,4.168494738673144,11,16192,1472.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,11,16192,80
0,1,64,0.16788444927851454,0,0,4,5,0,0,0,0.0,64240,0,0,0,0,0,0.5847315651041308,0.2823758422448859,0.14118792112244294,0.4235637633673288,0.22590067379590872,3.541379432638456,520.582776597853,0,3.1061342646937447,11,1617,147.0,40,1500,1.0,0,0.1,0.0,0.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,11,1617,80
0,1,64,0.5559570665060134,0,0,0,0,0,0,0,0.0,64240,0,0,0,0,0,0.1,1.0,0.5,1.5,0.01,1.640313342764176,295.25640169755167,0,15.0,15,2340,156.0,40,1500,1.0,1,0.1,0.0,1.0,1.0,0.0,1.1.1.1,2.2.2.2,TCP,15,2340,80
0,1,64,0.6658910628895716,0,0,1,0,0,0,1,0.0,64240,0,0,0,0,0,1.0,0.07708800671665242,0.03854400335832621,0.11563201007497863,0.03854400335832621,12.972186499459477,12414.38247998272,0,0.020922553268455327,3,132,44.0,40,1500,1.0,1,10.0,47.79531384956192,0.0,1.0,0.3333333333333333,1.1.1.1,2.2.2.2,TCP,3,132,80
